TranscriptID	TranscriptAbundance	GeneAbundance
chr9:66553558-66553701.3	4.7975	23.4481
chr9:66553558-66553701.2	7.7075	23.4481
NM_001177479	0.2904	0.2904
NM_144657	0.0	0.2904
NM_013399	97.7306	97.7306
NM_032389	52.0021	52.0021
NM_014570	6.964	6.964
chr7:104650988-104654588.2	4.4988	4.4988
chr19:20339292-20349096.2	3.6357	3.6357
NM_014397	9.1542	9.1542
NM_133494	1.8133	1.8133
chr3:52744795-52804965.4	5.2195	12.3349
chr3:52744795-52804965.7	7.1154	12.3349
chr1:211836121-211848967.5	3.6376	11.083
NM_002497	7.4454	11.083
NM_001146099	0.0	5.6442
NM_002498	0.8205	5.6442
chr13:52706779-52733996.14	4.8237	5.6442
NM_006666	296.0865	296.0865
NM_006758	233.6288	364.5187
NM_001025203	102.4967	364.5187
NM_001025204	28.3932	364.5187
NM_005792	18.6947	18.6947
chr15:25227140-25228935.1	21.7585	33.7838
chr15:25227140-25228935.3	12.0253	33.7838
NM_019858	5.9708	8.2173
NM_014449	2.2465	8.2173
NM_014373	6.2284	6.2284
NM_153832	10.076	10.076
chr7:75696-95563.1	2.1657	2.1657
NM_013407	1.7283	104.0845
NM_001930	97.5115	104.0845
NM_013406	4.8447	104.0845
NM_152732	1.3218	1.3218
NM_001865	391.2366	391.2366
NR_027405	6.6138	104.7699
NM_006636	98.1561	104.7699
NM_003194	12.6714	18.4917
chr6:170863420-170881957.2	5.8203	18.4917
NM_000900	0.0102	0.0102
NM_145266	46.8823	46.8823
NM_015332	36.5533	36.5533
NM_032869	14.8857	14.8857
NM_001126	43.6004	43.6004
NM_182684	16.5009	16.5009
NM_003943	4.106	4.106
NM_032036	53.4086	53.4086
NM_015895	56.218	56.218
NM_001123378	6.4485	189.3112
NM_000026	182.8627	189.3112
NM_020682	11.8532	15.5666
chr10:104629209-104661653.2	3.7134	15.5666
NM_138701	61.0446	61.0446
NM_001193312	1.0376	2.508
NM_001193313	1.4704	2.508
chr16:3631183-3661585.1	3.8646	3.8646
chr12:100967488-101018683.1	1.2431	4.1351
chr12:100967488-101018683.9	2.892	4.1351
NM_006658	1.3205	1.3205
chr3:194002233-194004316.1	0.6574	0.6574
chr7:155416628-155436161.1	4.2523	4.2523
NM_022461	3.0885	8.1495
NM_001134432	2.8116	8.1495
NM_001134433	2.2493	8.1495
chr16:3432085-3451025.1	3.5622	7.2787
chr16:3432085-3451025.3	3.7165	7.2787
NM_032584	2.4123	2.4123
NM_025189	1.1989	1.1989
chr19:37341266-37370468.3	0.884	1.3907
chr19:37341266-37370468.2	0.5067	1.3907
NM_014650	2.6942	2.6942
chr7:20085184-20168591.1	18.6293	22.7515
chr7:20085184-20168591.3	4.1223	22.7515
NM_031438	2.214	9.313
chr5:102884556-102898490.2	7.0989	9.313
NM_144570	103.8922	103.8922
NM_153183	7.2757	7.2757
NM_018159	11.3855	11.3855
NM_001171906	4.8475	15.3234
NM_152395	10.4758	15.3234
chr5:142083055-142124772.1	0.6899	1.8603
chr5:142083055-142124772.3	0.5143	1.8603
chr5:142083055-142124772.5	0.2112	1.8603
chr5:142083055-142124772.4	0.445	1.8603
NM_177533	43.6286	43.6286
NM_018283	21.3841	28.2685
chr13:48611702-48621282.2	6.8844	28.2685
chr11:113603910-113644425.42	4.1819	14.9478
NM_004724	10.7659	14.9478
NM_004853	23.443	23.443
NM_002038	19.0639	19.0639
NM_004177	13.7634	13.7634
NR_036435	12.1839	37.8718
NM_023012	25.6878	37.8718
NM_004604	36.4269	36.4269
NM_003569	7.7922	7.7922
NM_005819	18.9287	18.9287
NM_001006	949.4814	1204.3839
chr4:152020753-152025802.1	254.9024	1204.3839
NM_001308	0.3217	0.3217
NM_001174089	24.551	24.551
NM_006014	37.9044	37.9044
NR_033982	0.7913	0.7913
NM_001102654	1.3694	1.3694
NM_182984	15.4587	28.4967
NM_022727	13.038	28.4967
NM_032331	42.8191	42.8191
NM_018176	1.6231	1.6231
NM_018439	9.1258	26.9969
chr18:22006608-22033492.6	17.8711	26.9969
NM_001388	57.8922	57.8922
NM_004147	83.5427	83.5427
NM_001231	0.8797	0.8797
NM_001100165	11.3322	11.3322
NM_006392	73.3584	247.4687
NR_027700	174.1104	247.4687
NM_004968	5.1509	22.6183
NM_001136020	17.4674	22.6183
NM_012245	45.9669	45.9669
chr17:45968947-45971265.1	2.3713	2.3713
NM_003600	9.9958	44.1057
NM_198434	3.8361	44.1057
NM_198435	10.5278	44.1057
NM_198436	6.6887	44.1057
NM_198437	13.0572	44.1057
NM_004217	167.7564	167.7564
NM_001015878	7.0459	7.0459
NM_032520	40.0008	40.0008
NM_018360	20.9973	20.9973
NM_006779	19.7986	19.7986
NM_175852	32.0182	32.0182
NM_001146729	4.0828	8.0444
NM_054108	2.834	8.0444
chr11:63228875-63258680.3	1.1276	8.0444
NM_021183	8.2049	8.2049
chr16:28962317-28977765.12	8.9572	53.3359
NM_032815	33.2382	53.3359
chr16:28962317-28977765.6	11.1404	53.3359
NM_017772	16.5628	16.5628
NM_016428	2.0391	2.0391
NM_012086	20.8977	20.8977
NM_005102	5.2623	6.3768
NM_001042548	1.1145	6.3768
chr3:42642146-42690232.2	5.355	17.754
chr3:42642146-42690232.1	7.941	17.754
chr3:42642146-42690232.5	4.458	17.754
NM_181671	36.4292	36.4292
NM_016154	31.0065	31.0065
NM_004578	24.9034	24.9034
chr3:69481912-69591356.1	0.7185	0.7185
NR_015434	32.2083	32.2083
chr2:175664041-175870170.1	20.5944	22.3231
NM_001822	1.7287	22.3231
NM_012474	82.0682	82.0682
NM_001233	0.4816	0.4816
NM_006845	43.0938	43.0938
NM_001753	0.9574	3.2575
NM_001172896	2.3001	3.2575
NM_004462	283.8448	283.8448
NM_001183	73.9327	73.9327
NM_005765	33.3681	33.3681
NM_207168	9.7715	294.7545
NM_004436	213.2436	294.7545
NM_207046	45.3787	294.7545
NM_207047	3.6236	294.7545
NM_207043	12.5675	294.7545
NM_207044	10.1695	294.7545
NM_014666	10.1152	28.8678
NM_001195555	18.7526	28.8678
chr2:115199898-116602324.1	2.1826	2.1826
NM_004537	36.4911	479.9848
NM_139207	22.5797	479.9848
chr12:76438671-76478738.9	420.914	479.9848
NM_005469	51.6347	51.6347
chrX:23721777-23761407.6	4.8685	27.1857
NM_001033583	22.3172	27.1857
NM_007274	102.8931	200.9785
NM_181864	98.0853	200.9785
NM_006821	0.772	0.772
NM_006606	5.1095	5.1095
chr18:20513294-20606445.9	9.972	14.9076
chr18:20513294-20606445.3	4.9355	14.9076
NR_027032	4.0705	4.0705
NM_017576	1.2759	1.2759
NM_002893	81.159	81.159
NM_032626	14.8514	14.8514
NM_005057	7.8068	7.8068
NM_001135255	1.215	43.631
NM_005610	42.4159	43.631
NM_016475	11.5643	14.3001
NM_001098625	2.7358	14.3001
NM_198490	28.8671	28.8671
NM_022731	130.6286	130.6286
chr6:28962593-28973037.1	1.8334	1.8334
chr5:142657496-142815077.2	1.5858	2.0011
NM_001020825	0.4153	2.0011
NM_003687	8.0542	8.0542
NM_032341	7.9648	7.9648
NM_003930	1.2794	1.2794
NM_016395	61.4879	61.4879
NM_020374	2.6535	2.6535
NM_020375	3.8518	3.8518
NM_006297	57.4333	57.4333
NM_005431	12.2485	12.2485
chr6:44184705-44185186.1	8.3398	8.3398
chr5:82373316-82649577.3	3.189	6.1777
NM_022406	2.6401	6.1777
NM_022550	0.3485	6.1777
NM_001469	444.6665	444.6665
NM_022739	7.8018	7.8018
NM_004539	87.0285	87.0285
NM_018899	6.5756	6.5756
chr3:195776155-195809032.2	87.5661	87.5661
NM_018696	1.5851	1.5851
NM_012336	91.7883	91.7883
chr3:50330261-50336899.1	12.1089	12.1089
NM_001012754	1.2203	8.0287
NM_001017370	2.4924	8.0287
chr13:39612454-39624242.2	4.3159	8.0287
chr11:124821446-124823377.1	0.6492	0.6492
chr2:105951525-105953731.3	2.0593	4.1597
chr2:105951525-105953731.2	1.2356	4.1597
chr2:105951525-105953731.1	0.8649	4.1597
chr9:114393631-114432524.3	20.3094	20.3094
NM_152663	7.478	7.478
NM_001077704	7.096	7.096
NM_001190729	0.8383	7.9135
chr9:129677052-129985443.3	7.0752	7.9135
NM_015659	40.6221	40.6221
chr5:78908242-78982471.1	3.6109	8.3145
NM_001114394	4.7036	8.3145
NM_001040284	2.2312	2.2312
NR_004854	0.8985	3.9847
NM_001113402	3.0862	3.9847
NM_001560	3.276	3.276
chr5:126112832-126189253.1	117.6622	117.6622
NM_019009	20.2921	20.2921
NM_030811	137.2903	137.2903
chr5:71515237-71616084.1	1.0281	60.5698
NM_015084	59.5417	60.5698
chr7:43906156-43909145.2	56.9965	283.9868
NM_032014	226.9903	283.9868
NM_001024736	95.0988	95.0988
NM_020191	28.7219	28.7219
NM_016070	87.9529	87.9529
NM_018997	70.5464	240.134
NM_031901	169.5877	240.134
NM_145918	7.6821	25.651
NM_001912	8.725	25.651
chr9:90340973-90346382.21	9.2439	25.651
NM_001333	114.8557	114.8557
NM_178833	1.258	1.5992
chr4:103946653-103998170.1	0.3412	1.5992
NM_006246	17.3931	17.3931
NM_006243	14.0059	14.0059
NM_178587	29.1353	29.1353
NM_001032391	10.8705	78.5596
chr16:25123046-25189551.9	22.1794	78.5596
NM_016309	45.5097	78.5596
NM_003403	37.9604	37.9604
chr22:28072204-28093588.1	2.8778	7.6774
chr22:28072204-28093588.2	4.7996	7.6774
NM_022823	18.1843	18.1843
NM_018649	23.8006	23.8006
NM_005746	17.8791	17.8791
chr9:5334968-5339873.2	0.2818	0.2818
NM_005675	36.0654	36.0654
NM_021980	9.199	9.199
NM_015167	14.0288	14.0288
NM_001114632	24.152	24.152
NM_023007	14.5705	14.5705
NM_024773	7.6352	7.6352
chr8:123793900-123986755.1	13.2423	13.2423
NM_014359	2.6697	2.6697
NM_000146	3408.8657	3408.8657
NM_015551	1.6637	1.6637
NM_020166	14.3232	14.3232
chr21:44339401-44345455.1	3.7356	3.7356
chr3:180331796-180397283.1	0.6002	0.6002
NM_001135179	10.8621	10.8621
NM_018042	1.7259	1.7259
NM_001161729	0.2159	1.9895
chr1:20301924-20306932.7	1.7736	1.9895
NM_012096	7.282	7.282
NM_018171	9.1811	9.1811
NM_001004333	318.0076	318.0076
NM_015955	24.8354	25.0163
NM_001137602	0.1809	25.0163
NR_036431	0.4807	0.4807
NM_002079	47.7795	47.7795
chr1:40974432-40982212.5	1.4917	3.4377
chr1:40974432-40982212.2	1.946	3.4377
NM_007001	12.9078	12.9078
chr6:31082607-31107867.2	0.1364	0.1364
NM_001866	407.5681	407.5681
NM_006893	42.3712	42.3712
NM_017827	62.5791	62.5791
NM_015509	10.4016	10.8202
NR_024260	0.4186	10.8202
NM_005114	1.2906	1.2906
NM_018090	30.9712	33.3082
NM_001145277	2.3371	33.3082
NR_003670	0.3179	0.3179
NM_001166412	7.6282	7.6282
NM_001136105	0.9218	1.6478
chr11:111164113-111179353.1	0.726	1.6478
NM_001144871	0.3145	0.3145
NM_017736	13.8402	19.869
chr16:20744990-20762165.1	6.0288	19.869
NM_001114092	1.0532	17.2605
chr3:9404716-9429770.22	13.4927	17.2605
NM_015453	2.7146	17.2605
NM_003937	0.0953	0.0953
NM_012124	16.6008	16.6008
NM_152416	2.7882	6.4718
chr8:96037220-96070937.2	3.6836	6.4718
NM_004529	3.562	3.562
NM_022750	6.5944	6.5944
NR_024022	1.168	9.5974
chr3:4344987-4358948.1	2.6954	9.5974
NM_006515	5.734	9.5974
NM_001008489	4.1307	4.1307
NM_001010983	15.9638	15.9638
NM_004773	72.237	72.237
NM_006349	78.5702	78.5702
NM_017953	4.4179	4.4179
NM_001037813	1.097	1.097
NM_015666	10.5356	10.5356
NM_012341	47.3274	47.3274
NM_012227	85.631	85.631
NM_004286	64.4279	64.4279
chr2:210186519-210188123.1	5.9904	5.9904
NM_019096	43.2965	43.2965
chr3:112709799-112720220.4	3.5387	12.9782
NM_138485	0.5384	12.9782
NM_014170	8.9011	12.9782
chr1:220230825-220263191.6	2.6084	6.5672
NM_006085	3.9588	6.5672
NM_017858	16.0121	16.0121
NM_002276	183.044	183.044
NM_001967	238.5243	238.5243
NM_005030	187.4678	187.4678
NM_024663	39.5848	39.5848
NM_005193	3.4246	3.4246
NM_020466	4.0836	4.3579
NR_028495	0.2743	4.3579
NM_001128301	4.5823	8.6822
NM_001128302	2.816	8.6822
NM_020424	1.2839	8.6822
NM_181705	2.3026	2.3026
NM_152447	0.9679	0.9679
chrX:57313109-57515627.2	1.0174	2.3228
NM_174912	1.3054	2.3228
chr3:49171052-49177712.2	0.1285	0.2571
chr3:49171052-49177712.1	0.1285	0.2571
NM_014290	1.1018	1.1018
NM_007155	3.5379	3.5379
chr14:35591775-35743268.10	10.1664	27.0706
NM_014672	16.9042	27.0706
NM_001032731	0.0131	0.0131
NM_020659	35.9059	35.9059
NM_032646	4.2297	4.2297
chr1:155112368-155112996.1	83.8509	83.8509
NM_000252	3.1131	3.1131
NM_001122838	2.0474	2.0474
NM_001319	117.2742	117.2742
NM_001044722	9.7671	9.7671
NM_030666	16.7565	16.7565
NM_002974	0.0858	0.0858
chr6:2948393-2972399.4	4.9999	21.2684
NM_004568	16.2685	21.2684
NM_032673	15.9439	15.9439
NM_144664	2.448	6.9895
chr11:95502105-95523319.2	4.5416	6.9895
chr4:699572-764425.16	8.4908	24.3063
chr4:699572-764425.20	15.8155	24.3063
chr10:92980368-93044020.1	5.0642	5.0642
NM_001171174	0.0129	0.0129
NM_001011663	9.0104	9.0104
NM_177433	48.2998	116.5729
NM_201222	13.1728	116.5729
NM_014599	55.1003	116.5729
NM_018322	5.5706	5.5706
NM_030939	38.6193	38.6193
NM_021100	17.3621	17.3621
chr14:69658193-69710736.9	8.4242	15.2473
NM_001193361	6.823	15.2473
chr11:96085929-96123083.20	4.4454	8.1737
NM_024725	3.7283	8.1737
NM_003155	15.9091	15.9091
NM_003714	32.7356	32.7356
NM_019040	11.1498	11.1498
NM_018091	15.5164	15.5164
NM_207327	12.7786	12.7786
NM_020437	8.2741	8.2741
NR_003604	373.9144	373.9144
chr3:112323410-112359977.1	1.7937	1.7937
NM_024098	107.5858	107.5858
chr3:109012635-109035364.1	4.563	5.3603
NM_138815	0.7972	5.3603
NM_199286	0.4651	0.4651
NM_032840	7.4739	7.4739
NM_207344	20.7345	20.7345
chr3:109044988-109056419.8	235.4655	438.0081
NM_018189	202.5426	438.0081
NR_033385	5.123	6.9316
NM_152366	1.8086	6.9316
NM_017566	25.2456	25.2456
NM_020782	5.9452	11.2219
chr12:27933186-27955972.2	5.2767	11.2219
NM_014315	27.7305	27.7305
NM_057161	315.7918	315.7918
NM_016525	31.0936	31.7833
NM_001171201	0.6897	31.7833
NM_003730	23.3093	23.3093
NM_016063	29.6642	37.5268
chr6:125596495-125623282.2	7.8626	37.5268
NM_198527	18.2033	18.2033
chr11:8968839-8985989.1	4.3129	8.426
NM_020644	4.1132	8.426
NM_006777	4.6531	4.6531
NM_024037	15.129	15.129
chr14:71276656-71276797.2	7.49	20.2672
chr14:71276656-71276797.3	3.6242	20.2672
chr14:71276656-71276797.1	9.1529	20.2672
chr1:173837492-173855774.1	1.7758	1.7758
NM_181727	0.6713	0.6713
NR_026856	2.4753	3.198
chr6:2988200-2999246.2	0.7226	3.198
NM_145274	6.296	6.296
NM_138796	0.513	0.513
NM_021074	152.0115	152.0115
NM_153229	12.7264	12.7264
NM_031298	124.8056	124.8056
NM_001098824	3.1335	10.1936
NM_001098822	7.0601	10.1936
chr5:64920557-65017941.9	3.7102	5.1744
NM_019072	1.4642	5.1744
NM_014573	77.7864	77.7864
NM_003021	131.8391	131.8391
NM_005875	117.2645	117.2645
NM_025058	20.4352	20.4352
NM_033452	6.0431	6.0431
NM_017583	13.513	13.513
chr1:117653676-117664411.5	0.174	13.0337
NM_025188	12.8597	13.0337
NM_002225	23.6846	23.6846
NM_003630	4.4077	4.4077
NM_001079867	0.6079	5.2027
NM_000318	4.5948	5.2027
NM_000288	5.679	5.679
chr1:100730803-100731370.1	0.6354	0.8667
chr1:100730803-100731370.2	0.2313	0.8667
NM_020711	0.0574	0.0574
NM_001082486	44.5494	44.5494
chr14:50779046-50792944.7	6.3499	11.7177
chr14:50779046-50792944.8	2.6982	11.7177
chr14:50779046-50792944.1	2.6696	11.7177
NM_001003701	0.9508	82.519
NM_001003703	72.9336	82.519
NM_001685	8.6345	82.519
NM_007100	986.9469	986.9469
NM_006356	380.543	380.543
NM_002395	2.2029	2.2029
NM_001161586	1.4896	2.0467
NM_006680	0.5571	2.0467
NM_002396	16.3044	16.3044
NM_001686	1081.9204	1081.9204
chr6:26087508-26095469.1	0.6617	1.0393
chr6:26087508-26095469.2	0.3777	1.0393
NM_006496	22.3163	22.3163
NM_001001977	1.8046	632.2169
NM_006886	630.4123	632.2169
NM_001001975	186.9426	186.9426
NM_144765	1.3607	1.9539
NM_005797	0.5931	1.9539
NM_013254	9.1987	9.1987
chrX:9693453-9754281.3	23.2922	23.2922
NM_017900	211.9474	211.9474
chr17:76183397-76203782.10	30.0118	33.9107
NM_001010982	3.8989	33.9107
NM_002117	315.4935	315.4935
NM_005514	69.9588	69.9588
NM_006079	73.8441	73.8441
NM_004143	0.5972	1.7825
NM_001144885	0.3854	1.7825
NM_001144886	0.3626	1.7825
NM_001144887	0.4372	1.7825
chr3:42132745-42267267.9	12.6113	19.2807
chr3:42132745-42267267.13	6.6694	19.2807
NM_002622	61.8221	61.8221
NM_012394	92.857	92.857
chr13:29233140-29253091.3	152.6281	201.9749
NM_015932	49.3469	201.9749
NM_002623	50.8462	50.8462
chr6:33257377-33258711.2	33.0854	142.7967
NM_014260	0.0	142.7967
chr6:33257377-33258711.1	35.6118	142.7967
NM_001185181	74.0994	142.7967
NM_005957	9.317	9.317
NM_006441	13.656	44.3097
chr15:80191182-80217196.3	20.6837	44.3097
chr15:80137319-80189370.2	9.97	44.3097
NM_004800	66.2521	66.2521
NM_001048164	90.0061	239.875
NM_032803	149.8689	239.875
chr6:151685250-151712677.2	6.927	6.927
chr2:25600113-25896503.1	32.1734	32.1734
NM_005516	39.9291	39.9291
chr18:32073253-32471808.1	4.8046	9.2919
chr18:32073253-32471808.3	4.4873	9.2919
NM_015831	3.0062	3.0062
chr12:11418857-11422641.1	0.3548	0.4257
chr12:11418857-11422641.2	0.071	0.4257
chr20:19870209-19983100.1	0.1045	0.1045
chr7:116312458-116438439.1	2.8771	2.8771
NM_016373	5.5921	5.5921
NM_014765	110.6575	110.6575
NM_001017	1902.925	1902.925
NM_006660	24.1447	24.1447
NM_001015	4125.945	4125.945
NM_001014	1404.3767	1404.3767
NM_001020	4386.6462	4386.6462
NM_001018	3692.283	3692.283
NM_005617	3870.6658	4366.9281
NM_001025070	496.2623	4366.9281
NM_006012	106.5754	106.5754
NM_001022	2055.1981	2055.1981
NM_022551	5944.3359	5944.3359
NM_003804	9.2683	9.2683
NM_004690	4.9207	4.9207
NM_005216	271.133	271.133
NM_020639	6.5148	6.5148
NM_153339	52.4122	52.4122
NM_004378	624.4941	624.4941
chr4:187065994-187093816.9	6.2258	6.2258
NM_004252	135.4258	135.4258
NM_001037163	12.1545	12.1545
chrY:142990-170020.1	78.8776	118.8557
NM_018390	39.978	118.8557
NM_001098491	0.534	2.5924
NM_001098492	0.9468	2.5924
NM_024691	0.534	2.5924
chr19:57999078-58006048.3	0.5776	2.5924
NM_152475	0.7596	0.7596
NM_017879	4.8282	4.8282
NM_005706	38.337	39.4277
chr11:2422028-2423068.1	1.0907	39.4277
NM_003310	39.0514	39.0514
NM_021244	6.2906	6.2906
NM_022343	13.4289	13.4289
NM_022157	9.6839	9.6839
NM_006064	3.5124	3.5124
NM_006396	112.1152	112.1152
NM_005265	8.9741	8.9741
chr1:85483765-85514169.6	0.5577	1.3707
NM_018298	0.813	1.3707
NM_153259	1.3665	1.3665
NM_178582	3.5931	178.6482
NM_030789	175.055	178.6482
NM_006506	4.7862	4.7862
NM_206915	169.9228	478.1816
NM_206917	308.2588	478.1816
NM_002849	0.0662	0.0923
NM_130846	0.0262	0.0923
NM_006831	19.6345	24.2441
chr11:57425215-57429336.2	4.6096	24.2441
NR_027282	0.0292	0.1274
chr10:124608612-124658230.3	0.0667	0.1274
chr10:124608612-124658230.1	0.0315	0.1274
NM_001111077	148.5432	197.2002
NM_003379	48.657	197.2002
NM_014671	21.744	21.744
chr15:49913225-49946074.7	16.6449	21.8029
NM_020234	0.663	21.8029
NM_001144955	4.495	21.8029
NM_022075	163.6947	163.6947
NM_001177701	56.4806	56.4806
NM_147190	40.8172	40.8172
NM_203463	10.1265	10.1265
NM_173077	0.9084	1.1195
chr2:207804277-207834198.5	0.2112	1.1195
NM_001873	9.4958	9.4958
NM_001014447	28.0275	54.4122
NM_003652	26.3848	54.4122
chrX:121361283-121363678.2	5.2855	14.6549
chrX:121361283-121363678.1	9.3694	14.6549
chr21:30244512-30257693.2	1.9702	5.7632
NM_013240	1.6195	5.7632
chr21:30244512-30257693.1	1.3356	5.7632
NM_182749	0.8378	5.7632
chr13:21303072-21348059.1	5.0056	5.0056
NM_023004	34.0355	34.0355
NM_001127507	0.1906	0.3642
NM_017935	0.1737	0.3642
chr3:170075472-170110948.1	8.8184	8.8184
chr16:30007530-30022401.15	4.4368	21.9059
NM_003586	17.4691	21.9059
chr2:9983570-10074543.2	2.8531	7.2924
NM_005680	4.4393	7.2924
NM_201280	6.0988	6.0988
NM_002936	29.3446	29.3446
NM_015966	280.3439	280.3439
chr1:94994731-95007413.3	2.3013	2.3013
NM_001163417	0.2651	1.8778
NM_032042	1.6127	1.8778
NM_002468	26.244	26.244
NM_024116	31.413	31.413
NR_026757	43.087	43.087
chr13:56245112-56246199.1	4.2222	4.2222
chr9:103115863-103116278.1	1.9226	1.9226
chr6:30807792-30815770.3	23.8005	32.8854
chr6:30807792-30815770.2	9.0849	32.8854
NM_030763	12.1045	12.1045
NM_006353	32.7949	32.7949
NM_138730	70.9746	131.1801
NM_004242	60.2055	131.1801
NM_005517	23.3472	182.1173
chr1:26798901-26803131.2	158.7701	182.1173
NM_004965	182.9137	182.9137
NM_001039366	1.494	69.9617
NM_001696	68.4677	69.9617
NM_002463	2.1178	2.1178
NM_198896	8.7082	25.372
NM_002869	16.6638	25.372
NM_016577	6.2813	6.2813
NM_014171	5.3568	5.3568
NM_012420	1.2279	1.2279
NM_001549	0.1926	0.1926
NM_001547	0.112	0.112
NM_001548	1.2413	1.2413
chr16:58882057-58896432.1	0.3968	0.3968
chr9:100000367-100000704.1	4.3035	4.3035
NR_024373	19.0654	19.0654
NM_024580	17.7373	17.7373
NM_005101	53.0236	53.0236
NM_001004343	2.4426	2.4426
NM_022818	36.0411	36.0411
NM_178312	3.2053	3.2053
chr15:102277572-102284643.1	0.5229	0.5229
NM_020828	1.9625	1.9625
NM_004878	5.2126	5.2126
NM_024332	1.5856	9.1895
NM_001018055	7.6039	9.1895
NM_001115156	4.7443	223.4435
NM_001494	218.6992	223.4435
NM_001493	107.5161	107.5161
NM_012097	11.2142	11.2142
NM_177985	0.0	11.2142
NM_001002880	6.4437	33.814
NM_015373	27.3704	33.814
NM_178815	10.0422	10.0422
NM_020992	309.8437	309.8437
NM_006459	2.9084	21.3333
NM_001100626	18.4249	21.3333
NM_007175	19.3052	19.3052
chr11:27360060-27384795.6	3.1133	20.9824
NM_080654	0.7804	20.9824
NM_030771	17.0887	20.9824
NM_006888	83.2482	83.2482
NM_002778	522.3175	522.3175
chr16:66914435-66921855.2	9.4775	12.566
chr16:66914435-66921855.1	3.0885	12.566
NR_036462	7.4702	10.7737
NM_199294	3.3035	10.7737
NM_052844	85.3876	85.3876
chr10:1102775-1178237.1	6.1349	6.1349
NM_139281	7.6242	7.6242
NM_001006622	10.4347	10.4347
NM_000421	7.0211	7.0211
NM_001416	951.3401	951.3401
NM_206922	30.3517	30.3517
NM_001312	9.6396	9.6396
NM_001143986	1.9051	1.9051
NM_001193452	3.6932	58.6927
NM_032349	54.9995	58.6927
NM_000533	1.8429	16.0599
NM_199478	14.217	16.0599
NM_002668	22.8048	22.8048
chr13:52741846-52768602.1	0.7044	2.4043
chr13:52741846-52768602.2	1.0162	2.4043
chr13:52741846-52768602.3	0.6837	2.4043
chr17:38444145-38459413.6	44.8639	68.9003
NM_001254	24.0364	68.9003
NM_003503	10.8554	21.1835
chr1:91966403-91991320.5	10.3281	21.1835
NM_145858	6.7537	6.7537
NM_013342	23.6741	23.6741
NM_001018108	237.1716	237.1716
chr20:30697308-30758160.2	54.275	54.275
NM_001014842	3.5378	30.6467
NM_006405	27.1089	30.6467
NM_020123	28.8316	28.8316
NM_006287	0.4825	1.5071
NM_001032281	1.0246	1.5071
NM_018492	3.7878	3.7878
NM_015654	33.2578	33.2578
NM_001100422	15.6181	88.2323
chr2:201170603-201346982.9	72.6142	88.2323
NM_001100424	0.0	88.2323
NM_000015	0.4764	0.4764
NM_000662	1.005	1.6792
NM_001160171	0.6742	1.6792
NM_012191	11.3549	11.3549
NM_019606	36.5586	59.0661
NM_001194990	22.5075	59.0661
NM_004059	34.9388	34.9388
NM_001008662	11.8998	19.1158
NM_001008661	7.216	19.1158
NM_004978	7.7894	7.7894
NM_004255	318.9803	318.9803
NM_001862	550.4013	550.4013
NM_198976	45.5525	45.5525
chr9:5919009-6008003.1	2.0143	2.0143
NR_015378	3.2003	3.2003
chr11:61170120-61197464.1	80.4153	80.4153
chr12:69633316-69668137.6	92.9822	103.5483
NM_007007	10.5661	103.5483
NM_006693	36.6157	80.6411
NM_001081559	44.0254	80.6411
NM_016207	64.2153	64.2153
NM_017437	22.3728	22.3728
NM_001143779	2.3708	6.9904
NM_014055	3.2734	6.9904
chr12:110562139-110656599.3	1.3462	6.9904
chr18:47309874-47340251.1	66.7114	120.0447
NM_006111	53.3334	120.0447
chr3:38080695-38178733.26	5.0295	27.548
NM_001607	22.5185	27.548
NM_024686	1.2674	1.2674
chr17:46839593-46894469.17	0.9779	1.9652
chr17:46839593-46894469.5	0.9874	1.9652
NM_012263	6.7885	6.7885
NM_006321	48.8984	48.8984
NM_005744	18.6756	18.6756
chr11:82902210-82903777.1	2.1857	2.1857
NM_018085	25.2348	25.2348
chr3:86926297-86929234.1	1.0436	1.0436
NM_024420	0.6586	0.6586
chr2:114471932-114514400.31	1.4659	5.7207
NM_025181	4.2549	5.7207
chr6:94526731-94544868.3	3.3243	9.6246
chr6:94526731-94544868.2	6.3003	9.6246
NM_017515	12.4198	12.4198
NM_003925	16.7742	16.7742
NM_178868	10.7112	10.7112
chr18:47795216-47808144.1	22.9368	22.9368
NM_003171	18.264	18.264
NM_181553	21.9666	21.9666
NM_017801	23.2066	23.2066
chr7:22980886-23053770.1	15.7847	20.488
chr7:22980886-23053770.3	4.7034	20.488
chr2:201838441-201936392.1	1.0293	1.0293
NM_001042467	7.469	7.469
NM_016404	915.4347	915.4347
chr14:96343514-96389117.1	30.2682	44.907
chr14:96343514-96389117.2	14.6388	44.907
chr17:56066627-56067009.1	3.0692	8.095
chr17:56066627-56067009.2	1.7339	8.095
chr17:56066627-56067009.3	3.292	8.095
NM_012338	6.2759	6.2759
NM_014399	17.0737	17.0737
NM_030927	29.3045	42.4382
chr10:82214037-82282390.2	13.1338	42.4382
NM_012339	16.7308	16.7308
NM_130465	65.3252	65.3252
NM_015523	69.6981	69.6981
NM_020385	35.9546	35.9546
NM_021734	9.7917	25.7875
NM_001126122	15.9958	25.7875
NM_016582	22.5265	22.5265
NM_006358	19.5113	19.5113
NM_152707	2.6817	2.6817
NM_014252	15.5118	15.5118
chrX:129474046-129507335.14	0.9814	6.535
chrX:129474046-129507335.2	1.3047	6.535
NM_003951	4.2489	6.535
NM_014251	38.1507	38.1507
